,model,year,Price,Gas Mileage,Engine,Drivetrain,Passenger Capacity,Passenger Doors,Body Style,Transmission
1,Acura,2019,40600,50,2,1,5,4,1,1
2,Acura,2019,45500,50,2,1,5,4,1,1
3,Acura,2019,43600,49,2,1,5,4,1,1
4,Acura,2019,37400,50,2,1,5,4,1,1
5,Acura,2019,42600,48,2,0,5,4,1,1
6,Acura,2019,47500,48,2,0,5,4,1,1
7,Acura,2019,45600,47,2,0,5,4,1,1
8,Acura,2018,37500,46,2,0,5,4,1,1
9,Acura,2018,41000,48,2,1,5,4,1,1
10,Acura,2018,39700,48,2,1,5,4,1,1
11,Acura,2018,42700,48,2,1,5,4,1,1
12,Acura,2018,37300,48,2,1,5,4,1,1
13,Acura,2018,36000,48,2,1,5,4,1,1
14,Acura,2018,42500,46,2,0,5,4,1,1
15,Acura,2018,41200,46,2,0,5,4,1,1
16,Acura,2018,44200,46,2,0,5,4,1,1
17,Acura,2018,38800,46,2,0,5,4,1,1
18,Acura,2016,36870,47,2,0,5,4,1,1
19,Acura,2016,40370,49,2,1,5,4,1,1
20,Acura,2016,39070,49,2,1,5,4,1,1
21,Acura,2016,42020,49,2,1,5,4,1,1
22,Acura,2016,36670,49,2,1,5,4,1,1
23,Acura,2016,35370,49,2,1,5,4,1,1
24,Acura,2016,41870,47,2,0,5,4,1,1
25,Acura,2016,40570,47,2,0,5,4,1,1
26,Acura,2016,43520,47,2,0,5,4,1,1
27,Acura,2016,38170,47,2,0,5,4,1,1
28,Acura,2015,36495,46,2,0,5,4,1,1
29,Acura,2015,38795,48,2,1,5,4,1,1
30,Acura,2015,35095,48,2,1,5,4,1,1
31,Acura,2015,40195,46,2,0,5,4,1,1
32,Acura,2014,35920,46,2,0,5,4,1,1
33,Acura,2014,38220,48,2,1,5,4,1,1
34,Acura,2014,34520,48,2,1,5,4,1,1
35,Acura,2014,39620,46,2,0,5,4,1,1
36,Acura,2013,35720,46,1,0,5,4,1,1
37,Acura,2013,38020,48,1,1,5,4,1,1
38,Acura,2013,34320,48,1,1,5,4,1,1
39,Acura,2013,39420,46,1,0,5,4,1,1
40,Acura,2012,34895,39,1,0,5,4,1,1
41,Acura,2012,35995,43,1,1,5,4,1,1
42,Acura,2012,32895,43,1,1,5,4,1,1
43,Acura,2012,37995,39,1,0,5,4,1,1
44,Acura,2011,34895,39,1,0,5,4,1,1
45,Acura,2011,35995,43,1,1,5,4,1,1
46,Acura,2011,32895,43,1,1,5,4,1,1
47,Acura,2011,37995,39,1,0,5,4,1,1
48,Acura,2010,34520,39,1,0,5,4,1,1
49,Acura,2010,35620,43,1,1,5,4,1,1
50,Acura,2010,32520,43,1,1,5,4,1,1
51,Acura,2010,37620,39,1,0,5,4,1,1
52,Acura,2009,33895,39,1,0,5,4,1,1
53,Acura,2009,37195,39,1,0,5,4,1,1
54,Acura,2008,33195,39,1,0,5,4,1,1
55,Acura,2008,36695,39,1,0,5,4,1,1
56,Acura,2007,32995,42,1,0,5,4,1,1
57,Acura,2007,36495,42,1,0,5,4,1,1
58,Acura,2019,44300,47,2,1,7,4,1,1
59,Acura,2019,53300,45,2,0,6,4,1,1
60,Acura,2019,54800,44,2,0,7,4,1,1
61,Acura,2019,51300,45,2,0,7,4,1,1
62,Acura,2019,60050,45,2,0,7,4,1,1
63,Acura,2019,58050,45,2,0,6,4,1,1
64,Acura,2019,52800,53,0,0,7,4,1,1
65,Acura,2019,59550,53,0,0,6,4,1,1
66,Acura,2019,46300,45,2,0,7,4,1,1
67,Acura,2019,51300,47,2,1,6,4,1,1
68,Acura,2019,49300,47,2,1,7,4,1,1
69,Acura,2019,58050,47,2,1,7,4,1,1
70,Acura,2019,56050,47,2,1,6,4,1,1
71,Acura,2018,44200,46,2,1,7,4,1,1
72,Acura,2018,52600,44,2,0,7,4,1,1
73,Acura,2018,50600,44,2,0,7,4,1,1
74,Acura,2018,58650,45,2,0,7,4,1,1
75,Acura,2018,56650,45,2,0,6,4,1,1
76,Acura,2018,52100,53,0,0,7,4,1,1
77,Acura,2018,58150,53,0,0,6,4,1,1
78,Acura,2018,46200,44,2,0,7,4,1,1
79,Acura,2018,50600,46,2,1,7,4,1,1
80,Acura,2018,48600,46,2,1,7,4,1,1
81,Acura,2018,56650,47,2,1,7,4,1,1
82,Acura,2018,54650,47,2,1,6,4,1,1
83,Acura,2016,43015,46,2,1,7,4,1,1
84,Acura,2016,52640,44,2,0,7,4,1,1
85,Acura,2016,51440,44,2,0,7,4,1,1
86,Acura,2016,50640,44,2,0,7,4,1,1
87,Acura,2016,49440,44,2,0,7,4,1,1
88,Acura,2016,57230,45,2,0,7,4,1,1
89,Acura,2016,55230,45,2,0,7,4,1,1
90,Acura,2016,46515,44,2,0,7,4,1,1
91,Acura,2016,45015,44,2,0,7,4,1,1
92,Acura,2016,50640,46,2,1,7,4,1,1
93,Acura,2016,49440,46,2,1,7,4,1,1
94,Acura,2016,48640,46,2,1,7,4,1,1
95,Acura,2016,47440,46,2,1,7,4,1,1
96,Acura,2016,55230,47,2,1,7,4,1,1
97,Acura,2016,53230,47,2,1,7,4,1,1
98,Acura,2016,44515,46,2,1,7,4,1,1
99,Acura,2015,42765,48,2,1,7,4,1,1
100,Acura,2015,51040,45,2,0,7,4,1,1
101,Acura,2015,49040,45,2,0,7,4,1,1
102,Acura,2015,56980,45,2,0,7,4,1,1
103,Acura,2015,44765,45,2,0,7,4,1,1
104,Acura,2015,49040,48,2,1,7,4,1,1
105,Acura,2015,47040,48,2,1,7,4,1,1
106,Acura,2015,54980,48,2,1,7,4,1,1
107,Acura,2014,42290,48,2,1,7,4,1,1
108,Acura,2014,50565,45,2,0,7,4,1,1
109,Acura,2014,48565,45,2,0,7,4,1,1
110,Acura,2014,56505,45,2,0,7,4,1,1
111,Acura,2014,44290,45,2,0,7,4,1,1
112,Acura,2014,48565,48,2,1,7,4,1,1
113,Acura,2014,46565,48,2,1,7,4,1,1
114,Acura,2014,54505,48,2,1,7,4,1,1
115,Acura,2013,43280,,1,0,7,4,1,1
116,Acura,2013,48855,,1,0,7,4,1,1
117,Acura,2013,46955,,1,0,7,4,1,1
118,Acura,2013,54805,,1,0,7,4,1,1
119,Acura,2013,52905,,1,0,7,4,1,1
120,Acura,2012,43030,37,1,0,7,4,1,1
121,Acura,2012,48605,37,1,0,7,4,1,1
122,Acura,2012,52655,37,1,0,7,4,1,1
123,Acura,2012,,37,1,0,7,4,1,1
124,Acura,2012,52655,37,1,0,7,4,1,1
125,Acura,2011,42930,37,1,0,7,4,1,1
126,Acura,2011,48505,37,1,0,7,4,1,1
127,Acura,2011,46605,37,1,0,7,4,1,1
128,Acura,2011,54455,37,1,0,7,4,1,1
129,Acura,2011,52555,37,1,0,7,4,1,1
130,Acura,2010,42230,37,1,0,7,4,1,1
131,Acura,2010,47805,37,1,0,7,4,1,1
132,Acura,2010,45905,37,1,0,7,4,1,1
133,Acura,2010,53755,37,1,0,7,4,1,1
134,Acura,2010,51855,37,1,0,7,4,1,1
135,Acura,2009,40990,35,1,0,7,4,1,1
136,Acura,2009,46790,35,1,0,7,4,1,1
137,Acura,2009,45040,35,1,0,7,4,1,1
138,Acura,2009,48890,35,1,0,7,4,1,1
139,Acura,2009,47140,35,1,0,7,4,1,1
140,Acura,2008,40195,35,1,0,7,4,1,1
141,Acura,2008,44245,35,1,0,7,4,1,1
142,Acura,2008,45895,35,1,0,7,4,1,1
143,Acura,2008,43695,35,1,0,7,4,1,1
144,Acura,2008,46345,35,1,0,7,4,1,1
145,Acura,2008,47995,35,1,0,7,4,1,1
146,Acura,2008,45795,35,1,0,7,4,1,1
147,Acura,2007,39995,39,1,0,7,4,1,1
148,Acura,2007,45695,39,1,0,7,4,1,1
149,Acura,2007,43495,39,1,0,7,4,1,1
150,Acura,2007,47795,39,1,0,7,4,1,1
151,Acura,2007,45595,39,1,0,7,4,1,1
152,Acura,2006,37125,40,1,0,7,4,1,1
153,Acura,2006,42700,40,1,0,7,4,1,1
154,Acura,2006,44200,40,1,0,7,4,1,1
155,Acura,2006,41450,40,1,0,7,4,1,1
156,Acura,2006,39950,40,1,0,7,4,1,1
157,Acura,2005,36900,40,1,0,7,4,1,1
158,Acura,2005,42475,40,1,0,7,4,1,1
159,Acura,2005,39725,40,1,0,7,4,1,1
160,Acura,2005,43975,40,1,0,7,4,1,1
161,Acura,2005,41225,40,1,0,7,4,1,1
162,Acura,2004,36400,40,1,0,7,4,1,1
163,Acura,2004,41200,40,1,0,7,4,1,1
164,Acura,2004,42700,40,1,0,7,4,1,1
165,Acura,2004,40500,40,1,0,7,4,1,1
166,Acura,2004,39000,40,1,0,7,4,1,1
167,Acura,2003,35700,40,1,0,7,4,1,1
168,Acura,2003,40500,40,1,0,7,4,1,1
169,Acura,2003,42000,40,1,0,7,4,1,1
170,Acura,2003,39800,40,1,0,7,4,1,1
171,Acura,2003,38300,40,1,0,7,4,1,1
172,Acura,2002,34700,40,1,0,7,4,1,1
173,Acura,2002,39300,40,1,0,7,4,1,1
174,Acura,2002,36700,40,1,0,7,4,1,1
175,Acura,2002,37300,40,1,0,7,4,1,1
176,Acura,2001,34370,40,1,0,7,4,1,1
177,Acura,2001,38970,40,1,0,7,4,1,1
178,Acura,2001,36370,40,1,0,7,4,1,1
179,Acura,2001,36970,40,1,0,7,4,1,1
180,Acura,2019,33000,56,2,1,5,4,4,1
181,Acura,2019,42100,49,2,0,5,4,4,1
182,Acura,2019,45950,49,2,0,5,4,4,1
183,Acura,2019,44800,49,2,0,5,4,4,1
184,Acura,2019,44800,49,2,0,5,4,4,1
185,Acura,2019,38200,49,2,0,5,4,4,1
186,Acura,2019,40100,51,2,1,5,4,4,1
187,Acura,2019,43950,51,2,1,5,4,4,1
188,Acura,2019,42800,50,2,1,5,4,4,1
189,Acura,2019,42800,50,2,1,5,4,4,1
190,Acura,2019,36200,51,2,1,5,4,4,1
191,Acura,2019,36700,56,2,1,5,4,4,1
192,Acura,2019,39400,55,2,1,5,4,4,1
193,Acura,2019,39400,55,2,1,5,4,4,1
194,Acura,2018,33000,56,2,1,5,4,4,1
195,Acura,2018,41900,51,2,0,5,4,4,1
196,Acura,2018,45750,51,2,0,5,4,4,1
197,Acura,2018,44800,49,2,0,5,4,4,1
198,Acura,2018,44800,49,2,0,5,4,4,1
199,Acura,2018,38200,51,2,0,5,4,4,1
200,Acura,2018,39900,52,2,1,5,4,4,1
201,Acura,2018,43750,52,2,1,5,4,4,1
202,Acura,2018,42800,50,2,1,5,4,4,1
203,Acura,2018,42800,50,2,1,5,4,4,1
204,Acura,2018,36200,52,2,1,5,4,4,1
205,Acura,2018,36700,56,2,1,5,4,4,1
206,Acura,2016,31695,59,2,1,5,4,4,1
207,Acura,2016,41575,52,2,0,5,4,4,1
208,Acura,2016,44800,52,2,0,5,4,4,1
209,Acura,2016,39375,55,2,1,5,4,4,1
210,Acura,2016,42600,55,2,1,5,4,4,1
211,Acura,2016,35320,55,2,1,5,4,4,1
212,Acura,2016,35750,59,2,1,5,4,4,1
213,Acura,2015,31445,59,2,1,5,4,4,1
214,Acura,2015,41575,52,2,0,5,4,4,1
215,Acura,2015,44800,52,2,0,5,4,4,1
216,Acura,2015,39375,55,2,1,5,4,4,1
217,Acura,2015,42600,55,2,1,5,4,4,1
218,Acura,2015,35320,55,2,1,5,4,4,1
219,Acura,2015,35500,59,2,1,5,4,4,1
220,Acura,2019,25900,58,2,1,5,4,4,1
221,Acura,2019,31550,58,2,1,5,4,4,1
222,Acura,2019,29550,58,2,1,5,4,4,1
223,Acura,2019,29650,58,2,1,5,4,4,1
224,Acura,2019,27650,58,2,1,5,4,4,1
225,Acura,2018,28100,60,2,1,5,4,4,1
226,Acura,2018,35100,60,2,1,5,4,4,1
227,Acura,2018,33100,60,2,1,5,4,4,1
228,Acura,2018,32100,60,2,1,5,4,4,1
229,Acura,2018,30100,60,2,1,5,4,4,1
230,Acura,2018,29400,60,2,1,5,4,4,1
231,Acura,2018,28900,60,2,1,5,4,4,1
232,Acura,2016,27900,61,2,1,5,4,4,1
233,Acura,2016,34890,61,2,1,5,4,4,1
234,Acura,2016,32900,61,2,1,5,4,4,1
235,Acura,2016,31890,61,2,1,5,4,4,1
236,Acura,2016,29900,61,2,1,5,4,4,1
237,Acura,2016,29200,61,2,1,5,4,4,1
238,Acura,2015,27050,59,2,1,5,4,4,1
239,Acura,2015,29350,53,2,1,5,4,4,1
240,Acura,2015,31750,59,2,1,5,4,4,1
241,Acura,2015,29350,59,2,1,5,4,4,1
242,Acura,2014,28900,77,0,1,5,4,4,
243,Acura,2014,29200,53,2,1,5,4,4,1
244,Acura,2014,31600,59,2,1,5,4,4,1
245,Acura,2014,29200,59,2,1,5,4,4,1
246,Acura,2014,26900,59,2,1,5,4,4,1
247,Acura,2014,34600,77,0,1,5,4,4,
248,Acura,2013,28900,77,0,1,5,4,4,
249,Acura,2013,29200,53,1,1,5,4,4,1
250,Acura,2013,31400,59,1,1,5,4,4,1
251,Acura,2013,29200,59,1,1,5,4,4,1
252,Acura,2013,25900,59,1,1,5,4,4,1
253,Acura,2013,34400,77,0,1,5,4,4,
254,Acura,2019,157500,43,0,0,2,2,2,1
255,Acura,2018,156000,43,0,0,2,2,2,1
256,Acura,2005,89000,41,1,2,2,2,0,1
257,Acura,2005,89000,41,1,2,2,2,0,1
258,Acura,2004,89000,41,1,2,2,2,0,1
259,Acura,2004,89000,41,1,2,2,2,0,1
260,Acura,2003,89000,41,1,2,2,2,2,1
261,Acura,2003,89000,41,1,2,2,2,2,1
262,Acura,2002,89000,41,1,2,2,2,2,1
263,Acura,2002,89000,41,1,2,2,2,2,1
264,Acura,2001,84100,41,1,2,2,2,2,1
265,Acura,2001,88100,41,1,2,2,2,2,1
266,Acura,2001,88100,41,1,2,2,2,2,1
267,Acura,2001,84100,41,1,2,2,2,2,1
268,Acura,2000,84000,41,1,2,2,2,2,1
269,Acura,2000,88000,41,1,2,2,2,0,1
270,Acura,2000,88000,41,1,2,2,2,0,1
271,Acura,2000,84000,41,1,2,2,2,2,1
272,Acura,1999,84000,42,1,2,2,2,2,1
273,Acura,1999,88000,41,1,2,2,2,0,1
274,Acura,1999,88000,42,1,2,2,2,0,1
275,Acura,1999,84000,41,1,2,2,2,2,1
276,Acura,1998,84000,42,1,2,2,2,2,1
277,Acura,1998,88000,41,1,2,2,2,0,1
278,Acura,1998,88000,42,1,2,2,2,0,1
279,Acura,1998,84000,41,1,2,2,2,2,1
280,Acura,1997,84000,42,1,2,2,2,2,1
281,Acura,1997,88000,41,1,2,2,2,0,1
282,Acura,1997,88000,42,1,2,2,2,0,1
283,Acura,1997,84000,41,1,2,2,2,2,1
284,Acura,1996,83000,,,2,0,2,2,1
285,Acura,1996,83500,,,2,0,2,0,1
286,Acura,1996,87000,,,2,0,2,0,1
287,Acura,1996,79500,,,2,0,2,2,1
288,Acura,1995,84500,,,,0,0,,1
289,Acura,1995,81000,,,,0,0,,1
290,Acura,1994,75000,,,,0,0,,1
291,Acura,1994,79000,,,,0,0,,1
292,Acura,1993,69500,,,,0,0,,1
293,Acura,1993,73500,,,,0,0,,1
294,Acura,1992,65000,,,,0,0,,1
295,Acura,1992,69000,,,,0,0,,1
296,Acura,1991,62000,,,,0,0,,
297,Acura,1991,66000,,,,0,0,,
298,Acura,2019,61900,57,0,0,5,4,4,1
299,Acura,2019,54900,49,2,1,5,4,4,1
300,Acura,2018,61900,57,0,0,5,4,4,1
301,Acura,2018,54900,49,2,1,5,4,4,1
302,Acura,2016,60450,51,2,1,5,4,4,1
303,Acura,2016,54450,51,2,1,5,4,4,1
304,Acura,2016,50950,51,2,1,5,4,4,1
305,Acura,2016,59950,60,0,0,5,4,4,1
306,Acura,2016,65950,60,0,0,5,4,4,1
307,Acura,2015,48450,51,2,1,5,4,4,1
308,Acura,2015,54450,51,2,1,5,4,4,1
309,Acura,2015,50950,51,2,1,5,4,4,1
310,Acura,2015,56950,51,2,1,5,4,4,1
311,Acura,2015,60450,51,2,1,5,4,4,1
312,Acura,2014,48450,51,2,1,5,4,4,1
313,Acura,2014,54450,51,2,1,5,4,4,1
314,Acura,2014,50950,51,2,1,5,4,4,1
315,Acura,2014,56950,51,2,1,5,4,4,1
316,Acura,2014,59950,60,0,0,5,4,4,1
317,Acura,2014,65950,60,0,0,5,4,4,1
318,Acura,2014,60450,51,2,1,5,4,4,1
319,Alfa,2018,55900,58,2,2,2,2,2,1
320,Alfa,2016,65900,58,2,2,2,2,0,
321,Alfa,2016,55900,58,2,2,2,2,2,
322,Alfa,2015,63900,,2,2,2,2,0,
323,Alfa,2015,68400,58,2,2,2,2,2,
324,Alfa,2015,53900,58,2,2,2,2,2,
325,Alfa,2019,40295,54,2,0,5,4,4,1
326,Alfa,2019,40495,57,2,2,5,4,4,1
327,Alfa,2019,40495,57,2,2,5,4,4,1
328,Alfa,2019,40495,57,2,2,5,4,4,1
329,Alfa,2019,40495,57,2,2,5,4,4,1
330,Alfa,2019,38295,57,2,2,5,4,4,1
331,Alfa,2019,73995,41,2,2,5,4,4,1
332,Alfa,2019,38295,57,2,2,5,4,4,1
333,Alfa,2019,42495,54,2,0,5,4,4,1
334,Alfa,2019,42495,54,2,0,5,4,4,1
335,Alfa,2019,42495,54,2,0,5,4,4,1
336,Alfa,2019,42495,54,2,0,5,4,4,1
337,Alfa,2019,40295,54,2,0,5,4,4,1
338,Alfa,2018,40195,54,2,0,5,4,4,1
339,Alfa,2018,40195,57,2,2,5,4,4,1
340,Alfa,2018,40195,57,2,2,5,4,4,1
341,Alfa,2018,40195,57,2,2,5,4,4,1
342,Alfa,2018,38195,57,2,2,5,4,4,1
343,Alfa,2018,38195,57,2,2,5,4,4,1
344,Alfa,2018,42195,54,2,0,5,4,4,1
345,Alfa,2018,42195,54,2,0,5,4,4,1
346,Alfa,2018,42195,54,2,0,5,4,4,1
347,Alfa,2018,40195,54,2,0,5,4,4,1
348,Alfa,2018,79795,40,2,0,5,4,1,1
349,Alfa,2019,42295,50,2,0,5,4,1,1
350,Alfa,2019,40295,51,2,2,5,4,1,1
351,Alfa,2019,40295,51,2,2,5,4,1,1
352,Alfa,2019,44495,50,2,0,5,4,1,1
353,Alfa,2019,44495,50,2,0,5,4,1,1
354,Alfa,2019,44495,50,2,0,5,4,1,1
355,Alfa,2019,42295,50,2,0,5,4,1,1
356,Alfa,2019,79995,40,2,0,5,4,1,1
357,Alfa,2018,41995,50,2,0,5,4,1,1
358,Alfa,2018,43995,50,2,0,5,4,1,1
359,Alfa,2018,43995,50,2,0,5,4,1,1
360,Alfa,2018,43995,50,2,0,5,4,1,1
361,Alfa,2018,41995,50,2,0,5,4,1,1
362,Alfa,2019,66900,58,2,2,2,2,0,1
363,Alfa,2018,65900,,2,2,2,2,0,1
364,Aston,2019,241000,,2,2,4,2,2,1
365,Aston,2019,201495,42,2,2,4,2,0,1
366,Aston,2019,216495,42,2,2,4,2,2,1
367,Aston,2019,221995,37,2,2,4,2,2,1
368,Aston,2018,216495,36,2,2,4,2,2,1
369,Aston,2018,,42,2,2,4,2,0,1
370,Aston,2018,198995,42,2,2,4,2,2,1
371,Aston,2019,149995,43,2,2,2,2,2,1
372,Aston,2018,149995,,2,2,2,2,2,1
373,Aston,2010,131650,31,1,2,2,2,0,1
374,Aston,2010,123450,34,1,2,2,2,2,1
375,Aston,2010,118650,31,1,2,2,2,2,1
376,Aston,2010,136450,34,1,2,2,2,0,1
377,Aston,2009,132500,31,1,2,2,2,0,1
378,Aston,2009,123500,32,1,2,2,2,2,1
379,Aston,2009,119500,31,1,2,2,2,2,1
380,Aston,2009,136500,32,1,2,2,2,0,1
381,Aston,2008,124300,33,1,2,2,2,0,1
382,Aston,2008,115700,33,1,2,2,2,2,1
383,Aston,2008,111300,33,1,2,2,2,2,1
384,Aston,2008,128700,33,1,2,2,2,0,1
385,Aston,2007,123800,32,1,2,2,2,0,1
386,Aston,2007,114600,32,1,2,2,2,2,1
387,Aston,2007,110600,32,1,2,2,2,2,1
388,Aston,2007,127800,32,1,2,2,2,0,1
389,Aston,2006,110000,,1,2,4,2,2,1
390,Aston,2019,294950,34,2,2,2,2,2,1
391,Aston,2019,312950,,2,2,4,2,0,1
392,Aston,2018,294950,34,2,2,2,2,2,1
393,Aston,2018,312950,,2,2,4,2,0,1
394,Aston,2016,287650,34,2,2,2,2,2,1
395,Aston,2016,320695,34,2,2,4,2,0,1
396,Aston,2016,305650,34,2,2,4,2,0,1
397,Aston,2016,302695,34,2,2,2,2,2,1
398,Aston,2015,283295,,2,2,2,2,2,1
399,Aston,2015,301295,,2,2,4,2,0,1
400,Aston,2014,279995,32,2,2,2,2,2,1
401,Aston,2014,296295,32,2,2,4,2,0,1
402,Aston,2006,260000,28,1,2,2,2,2,1
403,Aston,2005,255000,28,1,2,2,2,2,1
404,Aston,2004,234260,31,1,2,2,2,2,1
405,Aston,2003,231260,29,1,2,2,2,2,1
406,Aston,2002,228000,29,1,2,2,2,2,1
407,Aston,2012,275461,28,1,2,2,2,2,1
408,Aston,2012,295987,28,1,2,4,2,0,1
409,Aston,2012,290461,28,1,2,2,2,0,1
410,Aston,2012,284576,28,1,2,4,2,2,1
411,Aston,2011,268660,28,1,2,2,2,2,1
412,Aston,2011,282295,28,1,2,2,2,0,1
413,Aston,2010,266000,28,1,2,2,2,2,1
414,Aston,2010,279500,28,1,2,2,2,0,1
415,Aston,2009,269000,28,1,2,2,2,2,1
416,Aston,2008,262000,28,1,2,2,2,2,1
417,Audi,2019,58900,51,0,0,5,4,4,1
418,Audi,2019,58900,51,0,0,5,4,4,1
419,Audi,2019,58900,51,0,0,5,4,4,1
420,Audi,2018,49700,59,2,1,5,4,4,1
421,Audi,2018,58000,49,2,0,5,4,4,1
422,Audi,2018,56500,49,2,0,5,4,4,1
423,Audi,2018,56500,49,2,0,5,4,4,1
424,Audi,2018,56500,49,2,0,5,4,4,1
425,Audi,2018,53400,53,2,0,5,4,4,1
426,Audi,2018,51900,53,2,0,5,4,4,1
427,Audi,2018,51900,53,2,0,5,4,4,1
428,Audi,2018,51200,59,2,1,5,4,4,1
429,Audi,2018,49700,59,2,1,5,4,4,1
430,Audi,2016,46200,58,2,1,5,4,4,1
431,Audi,2016,57400,49,2,0,5,4,4,1
432,Audi,2016,57400,49,2,0,5,4,4,1
433,Audi,2016,59500,63,4,0,5,4,4,1
434,Audi,2016,59500,63,4,0,5,4,4,1
435,Audi,2016,48400,54,2,0,5,4,4,1
436,Audi,2016,48400,54,2,0,5,4,4,1
437,Audi,2016,46200,58,2,1,5,4,4,1
438,Audi,2015,44800,58,2,1,5,4,4,
439,Audi,2015,56300,45,2,0,5,4,4,1
440,Audi,2015,56300,45,2,0,5,4,4,1
441,Audi,2015,58700,62,4,0,5,4,4,1
442,Audi,2015,58700,62,4,0,5,4,4,1
443,Audi,2015,46900,49,2,0,5,4,4,1
444,Audi,2015,46900,49,2,0,5,4,4,1
445,Audi,2015,44800,58,2,1,5,4,4,
446,Audi,2014,43100,58,2,1,5,4,4,
447,Audi,2014,55100,45,2,0,5,4,4,1
448,Audi,2014,55100,45,2,0,5,4,4,1
449,Audi,2014,57500,62,4,0,5,4,4,1
450,Audi,2014,57500,62,4,0,5,4,4,1
451,Audi,2014,45200,49,2,0,5,4,4,1
452,Audi,2014,45200,49,2,0,5,4,4,1
453,Audi,2014,43100,58,2,1,5,4,4,
454,Audi,2013,42200,58,1,1,5,4,4,
455,Audi,2013,50400,45,1,0,5,4,4,1
456,Audi,2013,50400,45,1,0,5,4,4,1
457,Audi,2013,50400,45,1,0,5,4,4,1
458,Audi,2013,44400,50,1,0,5,4,4,1
459,Audi,2013,44400,50,1,0,5,4,4,1
460,Audi,2013,42200,58,1,1,5,4,4,
461,Audi,2012,41700,58,1,1,5,4,4,
462,Audi,2012,49900,47,1,0,5,4,4,1
463,Audi,2012,49900,47,1,0,5,4,4,1
464,Audi,2012,49900,47,1,0,5,4,4,1
465,Audi,2012,41700,58,1,1,5,4,4,
466,Audi,2011,53310,44,1,0,5,4,7,1
467,Audi,2011,59150,39,1,0,5,4,4,1
468,Audi,2011,50200,44,1,0,5,4,4,1
469,Audi,2011,50200,44,1,0,5,4,4,1
470,Audi,2011,50200,44,1,0,5,4,4,1
471,Audi,2011,45200,46,1,1,5,4,4,
472,Audi,2011,45200,46,1,1,5,4,4,
473,Audi,2011,53310,44,1,0,5,4,7,1
474,Audi,2011,53310,44,1,0,5,4,7,1
475,Audi,2010,53310,44,1,0,5,4,7,1
476,Audi,2010,59150,39,1,0,5,4,4,1
477,Audi,2010,50200,44,1,0,5,4,4,1
478,Audi,2010,50200,44,1,0,5,4,4,1
479,Audi,2010,50200,44,1,0,5,4,4,1
480,Audi,2010,45200,46,1,1,5,4,4,
481,Audi,2010,45200,46,1,1,5,4,4,
482,Audi,2010,53310,44,1,0,5,4,7,1
483,Audi,2010,53310,44,1,0,5,4,7,1
484,Audi,2009,53310,42,1,0,5,4,7,1
485,Audi,2009,60950,39,1,0,5,4,4,1
486,Audi,2009,45100,45,1,1,5,4,4,
487,Audi,2009,45100,45,1,1,5,4,4,
488,Audi,2009,50100,44,1,0,5,4,4,1
489,Audi,2009,50100,44,1,0,5,4,4,1
490,Audi,2009,50100,44,1,0,5,4,4,1
491,Audi,2009,53310,42,1,0,5,4,7,1
492,Audi,2009,53310,42,1,0,5,4,7,1
493,Audi,2008,49000,42,1,0,5,4,7,1
494,Audi,2008,56300,39,1,0,5,4,4,1
495,Audi,2008,46100,42,1,0,5,4,4,1
496,Audi,2008,42950,45,1,1,5,4,4,1
497,Audi,2007,48000,46,1,0,5,4,7,1
498,Audi,2007,55300,43,1,0,5,4,4,1
499,Audi,2007,45100,46,1,0,5,4,4,1
500,Audi,2007,41950,50,1,1,5,4,4,1
501,Audi,2006,40820,50,1,1,5,4,4,1
502,Audi,2006,46870,44,1,0,5,4,7,1
503,Audi,2006,53770,40,1,0,5,4,4,1
504,Audi,2006,43970,46,1,0,5,4,4,1
505,Audi,2005,41900,45,1,0,5,4,4,1
506,Audi,2005,51500,40,1,0,5,4,4,1
507,Audi,2004,37200,47,1,1,5,4,4,
508,Audi,2004,40650,43,1,0,5,4,7,1
509,Audi,2004,42650,43,1,0,5,4,4,1
510,Audi,2004,49500,41,1,0,5,4,4,1
511,Audi,2004,39450,43,1,0,5,4,4,1
512,Audi,2004,43150,43,1,0,5,4,4,1
513,Audi,2004,42650,43,1,0,5,4,4,1
514,Audi,2003,35850,47,1,1,5,4,4,
515,Audi,2003,38800,44,1,0,5,4,7,1
516,Audi,2003,47950,42,1,0,5,4,4,1
517,Audi,2003,37600,44,1,0,5,4,4,1
518,Audi,2003,41000,43,1,0,5,4,4,1
519,Audi,2003,41000,43,1,0,5,4,4,1
520,Audi,2002,35400,44,1,1,5,4,4,
521,Audi,2002,38350,42,1,0,5,4,7,1
522,Audi,2002,49650,42,1,0,5,4,4,1
523,Audi,2002,39750,41,1,0,5,4,4,1
524,Audi,2002,37150,42,1,0,5,4,4,1
525,Audi,2002,39750,41,1,0,5,4,4,1
526,Audi,2001,34400,42,1,1,5,4,4,1
527,Audi,2001,37350,41,1,0,5,4,7,1
528,Audi,2001,37350,41,1,0,5,4,7,1
529,Audi,2001,34400,41,1,0,5,4,4,1
530,Audi,2001,49400,42,1,0,5,4,4,1
531,Audi,2001,39500,41,1,0,5,4,4,1
532,Audi,2001,34400,41,1,0,5,4,4,1
533,Audi,2001,39500,41,1,0,5,4,4,1
534,Audi,2001,34400,42,1,1,5,4,4,1
535,Audi,2000,33950,43,1,1,5,4,4,1
536,Audi,2000,36900,41,1,0,5,4,7,1
537,Audi,2000,36900,41,1,0,5,4,7,1
538,Audi,2000,33950,42,1,0,5,4,4,1
