,model,year,Price,Gas Mileage,Engine,Drivetrain,Passenger Capacity,Passenger Doors,Body Style,Transmission
20970,Mercedes-Benz,2018,45520,,4,2,2,3,0,1
20971,Mercedes-Benz,2018,47140,,4,2,2,3,0,1
20972,Mercedes-Benz,2018,33995,,4,2,2,3,0,1
20973,Mercedes-Benz,2018,47185,,4,2,12,3,0,1
20974,Mercedes-Benz,2018,54755,,4,3,12,3,0,1
20975,Mercedes-Benz,2018,38795,,4,2,2,3,0,1
20976,Mercedes-Benz,2018,50680,,4,2,12,3,0,1
20977,Mercedes-Benz,2018,44910,,4,2,2,3,0,1
20978,Mercedes-Benz,2018,52480,,4,3,2,3,0,1
20979,Mercedes-Benz,2016,36095,,4,2,2,2,6,
20980,Mercedes-Benz,2016,45385,,4,2,2,3,0,
20981,Mercedes-Benz,2016,44710,,4,2,2,3,0,
20982,Mercedes-Benz,2016,41445,,4,2,2,3,0,
20983,Mercedes-Benz,2016,37295,,4,2,2,3,0,
20984,Mercedes-Benz,2016,44000,,4,2,2,3,0,
20985,Mercedes-Benz,2016,46940,,4,2,12,3,0,
20986,Mercedes-Benz,2016,32495,,4,2,2,3,0,
20987,Mercedes-Benz,2016,40745,,4,2,12,3,0,
20988,Mercedes-Benz,2016,45385,,4,3,2,3,0,1
20989,Mercedes-Benz,2016,44710,,4,3,2,3,0,1
20990,Mercedes-Benz,2016,41445,,4,3,2,3,0,1
20991,Mercedes-Benz,2016,44000,,4,3,2,3,0,1
20992,Mercedes-Benz,2016,44430,,4,3,5,3,0,1
20993,Mercedes-Benz,2016,40745,,4,3,12,3,0,1
20994,Mercedes-Benz,2016,36585,,4,2,2,2,6,
20995,Mercedes-Benz,2015,35310,,4,2,2,2,6,
20996,Mercedes-Benz,2015,44485,,4,2,2,3,0,
20997,Mercedes-Benz,2015,43810,,4,2,2,3,0,
20998,Mercedes-Benz,2015,40995,,4,2,2,3,0,
20999,Mercedes-Benz,2015,43200,,4,2,2,3,0,
21000,Mercedes-Benz,2015,46180,,4,2,12,3,0,
21001,Mercedes-Benz,2015,39995,,4,2,12,3,0,
21002,Mercedes-Benz,2015,44485,,4,3,2,3,0,1
21003,Mercedes-Benz,2015,43810,,4,3,2,3,0,1
21004,Mercedes-Benz,2015,40995,,4,3,2,3,0,1
21005,Mercedes-Benz,2015,43200,,4,3,2,3,0,1
21006,Mercedes-Benz,2015,46180,,4,3,12,3,0,1
21007,Mercedes-Benz,2015,39995,,4,3,12,3,0,1
21008,Mercedes-Benz,2015,35800,,4,2,2,2,6,
21009,Mercedes-Benz,2014,40015,,4,2,12,3,0,
21010,Mercedes-Benz,2014,43830,,4,2,2,3,0,
21011,Mercedes-Benz,2014,43165,,4,2,2,3,0,
21012,Mercedes-Benz,2014,40450,,4,2,2,3,0,
21013,Mercedes-Benz,2014,35275,,4,2,2,2,6,
21014,Mercedes-Benz,2014,34790,,4,2,2,2,6,
21015,Mercedes-Benz,2014,42510,,4,2,2,3,0,
21016,Mercedes-Benz,2014,45500,,4,2,12,3,0,
21017,Mercedes-Benz,2013,40320,,4,2,12,3,0,1
21018,Mercedes-Benz,2013,44075,,4,2,2,3,0,1
21019,Mercedes-Benz,2013,43425,,4,2,2,3,0,1
21020,Mercedes-Benz,2013,40750,,4,2,2,3,0,1
21021,Mercedes-Benz,2013,35650,,4,2,2,2,0,1
21022,Mercedes-Benz,2013,35170,,4,2,2,2,0,1
21023,Mercedes-Benz,2013,42775,,4,2,2,3,0,1
21024,Mercedes-Benz,2013,45725,,4,2,12,3,0,1
21025,Mercedes-Benz,2012,40320,,4,2,12,3,0,1
21026,Mercedes-Benz,2012,43420,,4,2,2,3,0,1
21027,Mercedes-Benz,2012,42785,,4,2,2,3,0,1
21028,Mercedes-Benz,2012,40345,,4,2,2,3,0,1
21029,Mercedes-Benz,2012,35290,,4,2,2,2,0,1
21030,Mercedes-Benz,2012,34820,,4,2,2,2,0,1
21031,Mercedes-Benz,2012,42350,,4,2,2,3,0,1
21032,Mercedes-Benz,2012,45050,,4,2,12,3,0,1
21033,Mercedes-Benz,2011,39820,,4,2,12,3,0,1
21034,Mercedes-Benz,2011,42990,,4,2,2,3,0,1
21035,Mercedes-Benz,2011,42355,,4,2,2,3,0,1
21036,Mercedes-Benz,2011,39915,,4,2,2,3,0,1
21037,Mercedes-Benz,2011,34940,,4,2,2,2,0,1
21038,Mercedes-Benz,2011,34470,,4,2,2,2,0,1
21039,Mercedes-Benz,2011,41930,,4,2,2,3,0,1
21040,Mercedes-Benz,2011,44550,,4,2,12,3,0,1
21041,Mercedes-Benz,2010,39820,,4,2,12,3,0,1
21042,Mercedes-Benz,2010,42940,,4,2,2,3,0,1
21043,Mercedes-Benz,2010,42155,,4,2,2,3,0,1
21044,Mercedes-Benz,2010,39815,,4,2,2,3,0,1
21045,Mercedes-Benz,2010,34940,,4,2,2,2,0,1
21046,Mercedes-Benz,2010,34270,,4,2,2,2,0,1
21047,Mercedes-Benz,2010,41830,,4,2,2,3,0,1
21048,Mercedes-Benz,2010,44550,,4,2,12,3,0,1
21049,Mercedes-Benz,2019,53350,50,2,0,5,4,1,1
21050,Mercedes-Benz,2019,33950,57,2,1,5,4,1,1
21051,Mercedes-Benz,2019,35950,54,2,0,5,4,1,1
21052,Mercedes-Benz,2018,50600,50,2,0,5,4,1,1
21053,Mercedes-Benz,2018,33400,57,2,1,5,4,1,1
21054,Mercedes-Benz,2018,35400,54,2,0,5,4,1,1
21055,Mercedes-Benz,2016,49580,51,2,0,5,4,1,1
21056,Mercedes-Benz,2016,32500,60,2,1,5,4,1,1
21057,Mercedes-Benz,2016,34500,56,2,0,5,4,1,1
21058,Mercedes-Benz,2015,33300,56,2,0,5,4,1,1
21059,Mercedes-Benz,2015,31300,60,2,1,5,4,1,1
21060,Mercedes-Benz,2015,48300,52,2,0,5,4,1,1
21061,Mercedes-Benz,2019,34800,42,2,2,7,4,5,1
21062,Mercedes-Benz,2019,31200,45,2,2,2,3,0,1
21063,Mercedes-Benz,2019,26570,45,2,2,2,3,5,1
21064,Mercedes-Benz,2018,29950,45,2,2,2,3,5,1
21065,Mercedes-Benz,2018,30450,,2,2,2,3,0,1
21066,Mercedes-Benz,2018,25995,45,2,2,2,3,5,1
21067,Mercedes-Benz,2016,28950,45,2,2,2,3,5,1
21068,Mercedes-Benz,2019,154450,38,2,2,2,2,0,1
21069,Mercedes-Benz,2019,113550,42,2,2,2,2,0,
21070,Mercedes-Benz,2019,89150,48,2,2,2,2,0,
21071,Mercedes-Benz,2018,152850,41,2,2,2,2,0,1
21072,Mercedes-Benz,2018,112300,42,2,2,2,2,0,
21073,Mercedes-Benz,2018,88200,48,2,2,2,2,0,
21074,Mercedes-Benz,2018,222000,,2,2,2,2,0,1
21075,Mercedes-Benz,2016,149700,41,2,2,2,2,0,1
21076,Mercedes-Benz,2016,108050,40,2,2,2,2,0,1
21077,Mercedes-Benz,2016,85050,47,2,2,2,2,0,1
21078,Mercedes-Benz,2016,217550,35,2,2,2,2,0,1
21079,Mercedes-Benz,2015,84000,47,2,2,2,2,0,1
21080,Mercedes-Benz,2015,215250,35,2,2,2,2,0,1
21081,Mercedes-Benz,2015,148050,41,2,2,2,2,0,1
21082,Mercedes-Benz,2015,106900,41,2,2,2,2,0,1
21083,Mercedes-Benz,2014,106700,43,2,2,2,2,0,1
21084,Mercedes-Benz,2014,214500,35,2,2,2,2,0,1
21085,Mercedes-Benz,2014,147300,41,2,2,2,2,0,1
21086,Mercedes-Benz,2013,105500,42,1,2,2,2,0,1
21087,Mercedes-Benz,2013,212240,35,1,2,2,2,0,1
21088,Mercedes-Benz,2013,145800,41,1,2,2,2,0,1
21089,Mercedes-Benz,2012,103650,36,1,2,2,2,0,1
21090,Mercedes-Benz,2012,140440,31,1,2,2,2,0,1
21091,Mercedes-Benz,2011,102600,34,1,2,2,2,0,1
21092,Mercedes-Benz,2011,198750,29,1,2,2,2,0,1
21093,Mercedes-Benz,2011,139050,31,1,2,2,2,0,1
21094,Mercedes-Benz,2009,299000,,1,2,2,2,2,1
21095,Mercedes-Benz,2009,135000,31,1,2,2,2,0,1
21096,Mercedes-Benz,2009,194700,29,1,2,2,2,0,1
21097,Mercedes-Benz,2009,98500,34,1,2,2,2,0,1
21098,Mercedes-Benz,2009,139100,29,1,2,2,2,0,1
21099,Mercedes-Benz,2008,129300,29,1,2,2,2,0,1
21100,Mercedes-Benz,2008,187200,29,1,2,2,2,0,1
21101,Mercedes-Benz,2008,95300,35,1,2,2,2,0,1
21102,Mercedes-Benz,2008,133200,29,1,2,2,2,0,1
21103,Mercedes-Benz,2007,128800,33,1,2,2,2,0,1
21104,Mercedes-Benz,2007,186000,32,1,2,2,2,0,1
21105,Mercedes-Benz,2007,94800,36,1,2,2,2,0,1
21106,Mercedes-Benz,2007,132000,32,1,2,2,2,0,1
21107,Mercedes-Benz,2006,92900,40,1,2,2,2,0,1
21108,Mercedes-Benz,2006,185000,32,1,2,2,2,0,1
21109,Mercedes-Benz,2006,125000,34,1,2,2,2,0,1
21110,Mercedes-Benz,2006,130900,32,1,2,2,2,0,1
21111,Mercedes-Benz,2005,91300,39,1,2,2,2,0,1
21112,Mercedes-Benz,2005,182100,31,1,2,2,2,0,1
21113,Mercedes-Benz,2005,123300,34,1,2,2,2,0,1
21114,Mercedes-Benz,2005,129400,32,1,2,2,2,0,1
21115,Mercedes-Benz,2004,88800,39,1,2,2,2,0,1
21116,Mercedes-Benz,2004,120050,35,1,2,2,2,0,1
21117,Mercedes-Benz,2004,126250,32,1,2,2,2,0,1
21118,Mercedes-Benz,2003,85990,37,1,2,2,2,0,1
21119,Mercedes-Benz,2003,113250,34,1,2,2,2,0,1
21120,Mercedes-Benz,2002,83800,39,1,2,2,2,0,1
21121,Mercedes-Benz,2002,132950,32,1,2,2,2,0,1
21122,Mercedes-Benz,2002,128950,32,1,2,2,2,0,1
21123,Mercedes-Benz,2002,86300,39,1,2,2,2,0,1
21124,Mercedes-Benz,2001,83800,39,1,2,2,2,0,1
21125,Mercedes-Benz,2001,128950,32,1,2,2,2,0,1
21126,Mercedes-Benz,2000,82600,39,1,2,2,2,0,1
21127,Mercedes-Benz,2000,128950,32,1,2,2,2,0,1
21128,Mercedes-Benz,1999,81100,39,1,2,2,2,0,1
21129,Mercedes-Benz,1999,126900,32,1,2,2,2,0,1
21130,Mercedes-Benz,1998,79900,39,1,2,2,2,0,1
21131,Mercedes-Benz,1998,125000,34,1,2,2,2,0,1
21132,Mercedes-Benz,1997,79600,42,1,2,2,2,0,1
21133,Mercedes-Benz,1997,123200,33,1,2,2,2,0,1
21134,Mercedes-Benz,1997,89900,38,1,2,2,2,0,1
21135,Mercedes-Benz,1996,78300,,,2,0,2,0,1
21136,Mercedes-Benz,1996,122000,,,2,0,2,0,1
21137,Mercedes-Benz,1996,89900,,,2,0,2,0,1
21138,Mercedes-Benz,1995,78300,,,,0,0,,1
21139,Mercedes-Benz,1995,120100,,,,0,0,,1
21140,Mercedes-Benz,1995,89900,,,,0,0,,1
21141,Mercedes-Benz,2019,80350,46,0,0,4,2,0,1
21142,Mercedes-Benz,2019,53500,51,2,2,5,4,4,
21143,Mercedes-Benz,2019,59800,48,2,2,4,2,2,1
21144,Mercedes-Benz,2019,67300,47,2,2,4,2,0,1
21145,Mercedes-Benz,2019,64200,45,2,0,7,4,4,1
21146,Mercedes-Benz,2019,108850,39,2,0,5,4,4,1
21147,Mercedes-Benz,2019,59950,48,2,0,5,4,4,1
21148,Mercedes-Benz,2019,56000,50,2,0,5,4,4,
21149,Mercedes-Benz,2019,106350,38,2,0,5,4,4,1
21150,Mercedes-Benz,2019,72550,49,0,0,5,4,4,1
21151,Mercedes-Benz,2019,62300,45,2,0,4,2,2,1
21152,Mercedes-Benz,2019,73700,49,0,0,4,2,2,1
21153,Mercedes-Benz,2019,69800,45,2,0,4,2,0,1
21154,Mercedes-Benz,2018,68800,45,2,0,4,2,0,
21155,Mercedes-Benz,2018,52950,52,2,2,5,4,4,
21156,Mercedes-Benz,2018,58900,46,2,2,4,2,2,1
21157,Mercedes-Benz,2018,66300,46,2,2,4,2,0,
21158,Mercedes-Benz,2018,63050,44,2,0,7,4,4,1
21159,Mercedes-Benz,2018,106950,38,2,0,5,4,4,1
21160,Mercedes-Benz,2018,58900,47,2,0,5,4,4,1
21161,Mercedes-Benz,2018,55450,50,2,0,5,4,4,
21162,Mercedes-Benz,2018,104400,44,2,0,5,4,4,1
21163,Mercedes-Benz,2018,71600,44,2,0,5,4,4,
21164,Mercedes-Benz,2018,61400,46,2,0,4,2,2,1
21165,Mercedes-Benz,2016,62250,49,2,2,4,2,0,1
21166,Mercedes-Benz,2016,59900,47,2,0,7,4,4,1
21167,Mercedes-Benz,2016,59900,47,2,0,7,4,4,1
21168,Mercedes-Benz,2016,104300,36,2,0,5,4,4,1
21169,Mercedes-Benz,2016,63100,49,2,2,5,4,4,1
21170,Mercedes-Benz,2016,53100,49,2,2,5,4,4,1
21171,Mercedes-Benz,2016,53100,49,2,2,5,4,4,1
21172,Mercedes-Benz,2016,52650,70,4,2,5,4,4,1
21173,Mercedes-Benz,2016,52650,70,4,2,5,4,4,1
21174,Mercedes-Benz,2016,65600,48,2,0,5,4,4,1
21175,Mercedes-Benz,2016,55600,48,2,0,5,4,4,1
21176,Mercedes-Benz,2016,55600,48,2,0,5,4,4,1
21177,Mercedes-Benz,2016,55150,65,4,0,5,4,4,1
21178,Mercedes-Benz,2016,55150,65,4,0,5,4,4,1
21179,Mercedes-Benz,2016,101700,37,2,0,5,4,4,1
21180,Mercedes-Benz,2016,60300,44,2,2,4,2,2,1
21181,Mercedes-Benz,2016,54200,49,2,2,4,2,2,1
21182,Mercedes-Benz,2016,56700,48,2,0,4,2,2,1
21183,Mercedes-Benz,2016,68700,43,2,2,4,2,0,1
21184,Mercedes-Benz,2015,61350,49,2,2,4,2,0,1
21185,Mercedes-Benz,2015,103200,36,2,0,5,4,4,1
21186,Mercedes-Benz,2015,59000,47,2,0,7,4,4,1
21187,Mercedes-Benz,2015,59000,47,2,0,7,4,4,1
21188,Mercedes-Benz,2015,57100,53,0,2,5,4,4,1
21189,Mercedes-Benz,2015,62350,49,2,2,5,4,4,1
21190,Mercedes-Benz,2015,52300,49,2,2,5,4,4,1
21191,Mercedes-Benz,2015,52300,49,2,2,5,4,4,1
21192,Mercedes-Benz,2015,51800,70,4,2,5,4,4,1
21193,Mercedes-Benz,2015,51800,70,4,2,5,4,4,1
21194,Mercedes-Benz,2015,100600,37,2,0,5,4,4,1
21195,Mercedes-Benz,2015,93600,39,2,0,5,4,4,1
21196,Mercedes-Benz,2015,64850,48,2,0,5,4,4,1
21197,Mercedes-Benz,2015,54800,48,2,0,5,4,4,1
21198,Mercedes-Benz,2015,54800,48,2,0,5,4,4,1
21199,Mercedes-Benz,2015,54300,65,4,0,5,4,4,1
21200,Mercedes-Benz,2015,54300,65,4,0,5,4,4,1
21201,Mercedes-Benz,2015,59400,44,2,2,4,2,2,1
21202,Mercedes-Benz,2015,53350,49,2,2,4,2,2,1
21203,Mercedes-Benz,2015,55850,48,2,0,4,2,2,1
21204,Mercedes-Benz,2015,67750,43,2,2,4,2,0,1
21205,Mercedes-Benz,2014,60200,47,2,2,4,2,0,1
21206,Mercedes-Benz,2014,102370,36,2,0,5,4,4,1
21207,Mercedes-Benz,2014,58600,45,2,0,7,4,4,1
21208,Mercedes-Benz,2014,58600,45,2,0,7,4,4,1
21209,Mercedes-Benz,2014,51900,51,2,2,5,4,4,1
21210,Mercedes-Benz,2014,51900,51,2,2,5,4,4,1
21211,Mercedes-Benz,2014,51400,73,4,2,5,4,4,1
21212,Mercedes-Benz,2014,51400,73,4,2,5,4,4,1
21213,Mercedes-Benz,2014,56700,54,0,2,5,4,4,1
21214,Mercedes-Benz,2014,99770,39,2,0,5,4,4,1
21215,Mercedes-Benz,2014,92770,39,2,0,5,4,4,1
21216,Mercedes-Benz,2014,61400,43,2,0,5,4,4,1
21217,Mercedes-Benz,2014,54400,50,2,0,5,4,4,1
21218,Mercedes-Benz,2014,54400,50,2,0,5,4,4,1
21219,Mercedes-Benz,2014,53900,69,4,0,5,4,4,1
21220,Mercedes-Benz,2014,53900,69,4,0,5,4,4,1
21221,Mercedes-Benz,2014,59000,44,2,2,4,2,2,1
21222,Mercedes-Benz,2014,52200,51,2,2,4,2,2,1
21223,Mercedes-Benz,2014,54700,50,2,0,4,2,2,1
21224,Mercedes-Benz,2014,67300,43,2,2,4,2,0,1
21225,Mercedes-Benz,2013,59070,47,1,2,4,2,0,1
21226,Mercedes-Benz,2013,92400,38,1,2,5,4,7,1
21227,Mercedes-Benz,2013,57700,47,1,0,5,4,7,1
21228,Mercedes-Benz,2013,57700,47,1,0,5,4,7,1
21229,Mercedes-Benz,2013,89800,40,1,2,5,4,4,1
21230,Mercedes-Benz,2013,52200,54,4,2,5,4,4,1
21231,Mercedes-Benz,2013,51000,50,1,2,5,4,4,1
21232,Mercedes-Benz,2013,52200,54,4,2,5,4,4,1
21233,Mercedes-Benz,2013,51000,50,1,2,5,4,4,1
21234,Mercedes-Benz,2013,55800,54,0,2,5,4,4,1
21235,Mercedes-Benz,2013,60400,42,1,0,5,4,4,1
21236,Mercedes-Benz,2013,53500,48,1,0,5,4,4,1
21237,Mercedes-Benz,2013,53500,48,1,0,5,4,4,1
21238,Mercedes-Benz,2013,57960,44,1,2,4,2,2,1
21239,Mercedes-Benz,2013,51120,48,1,2,4,2,2,1
21240,Mercedes-Benz,2013,53620,46,1,0,4,2,2,1
21241,Mercedes-Benz,2013,66220,41,1,2,4,2,0,1
21242,Mercedes-Benz,2012,57720,46,1,2,4,2,0,1
21243,Mercedes-Benz,2012,91500,38,1,2,5,4,7,1
21244,Mercedes-Benz,2012,57150,46,1,0,5,4,7,1
21245,Mercedes-Benz,2012,57150,46,1,0,5,4,7,1
21246,Mercedes-Benz,2012,88900,40,1,2,5,4,4,1
21247,Mercedes-Benz,2012,51690,53,4,2,5,4,4,1
21248,Mercedes-Benz,2012,50490,50,1,2,5,4,4,1
21249,Mercedes-Benz,2012,51690,53,4,2,5,4,4,1
21250,Mercedes-Benz,2012,50490,50,1,2,5,4,4,1
21251,Mercedes-Benz,2012,59790,42,1,0,5,4,4,1
21252,Mercedes-Benz,2012,52990,47,1,0,5,4,4,1
21253,Mercedes-Benz,2012,52990,47,1,0,5,4,4,1
21254,Mercedes-Benz,2012,56590,44,1,2,4,2,2,1
21255,Mercedes-Benz,2012,49800,47,1,2,4,2,2,1
21256,Mercedes-Benz,2012,52300,48,1,0,4,2,2,1
21257,Mercedes-Benz,2012,64800,41,1,2,4,2,0,1
21258,Mercedes-Benz,2011,56850,42,1,2,4,2,0,1
21259,Mercedes-Benz,2011,56200,39,1,0,5,4,7,1
21260,Mercedes-Benz,2011,56200,39,1,0,5,4,7,1
21261,Mercedes-Benz,2011,87600,33,1,2,5,4,4,1
21262,Mercedes-Benz,2011,57100,38,1,2,5,4,4,1
21263,Mercedes-Benz,2011,57100,38,1,2,5,4,4,1
21264,Mercedes-Benz,2011,50900,55,4,2,5,4,4,1
21265,Mercedes-Benz,2011,49400,41,1,2,5,4,4,1
21266,Mercedes-Benz,2011,50900,55,4,2,5,4,4,1
21267,Mercedes-Benz,2011,49400,41,1,2,5,4,4,1
21268,Mercedes-Benz,2011,59600,38,1,0,5,4,4,1
21269,Mercedes-Benz,2011,59600,38,1,0,5,4,4,1
21270,Mercedes-Benz,2011,51900,41,1,0,5,4,4,1
21271,Mercedes-Benz,2011,51900,41,1,0,5,4,4,1
21272,Mercedes-Benz,2011,55450,38,1,2,4,2,2,1
21273,Mercedes-Benz,2011,48850,43,1,2,4,2,2,1
21274,Mercedes-Benz,2011,64800,37,1,2,4,2,0,1
21275,Mercedes-Benz,2010,48050,43,1,2,4,2,2,1
21276,Mercedes-Benz,2010,85750,33,1,2,5,4,4,1
21277,Mercedes-Benz,2010,56300,40,1,2,5,4,4,1
21278,Mercedes-Benz,2010,56300,40,1,2,5,4,4,1
21279,Mercedes-Benz,2010,48600,44,1,2,5,4,4,1
21280,Mercedes-Benz,2010,48600,44,1,2,5,4,4,1
21281,Mercedes-Benz,2010,58800,38,1,0,5,4,4,1
21282,Mercedes-Benz,2010,58800,38,1,0,5,4,4,1
21283,Mercedes-Benz,2010,51100,40,1,0,5,4,4,1
21284,Mercedes-Benz,2010,51100,40,1,0,5,4,4,1
21285,Mercedes-Benz,2010,54650,38,1,2,4,2,2,1
21286,Mercedes-Benz,2009,53200,38,1,0,5,4,4,1
21287,Mercedes-Benz,2009,88500,31,1,2,5,4,7,1
21288,Mercedes-Benz,2009,57250,37,1,0,7,4,7,1
21289,Mercedes-Benz,2009,61700,37,1,2,5,4,4,1
21290,Mercedes-Benz,2009,53200,41,1,2,5,4,4,1
21291,Mercedes-Benz,2009,53200,41,1,2,5,4,4,1
21292,Mercedes-Benz,2009,87700,33,1,2,5,4,4,1
21293,Mercedes-Benz,2009,54200,55,4,2,5,4,4,1
21294,Mercedes-Benz,2009,63200,32,1,0,5,4,4,1
21295,Mercedes-Benz,2009,53200,38,1,0,5,4,4,1
21296,Mercedes-Benz,2008,52700,38,1,0,5,4,4,1
21297,Mercedes-Benz,2008,86050,30,1,2,5,4,7,1
21298,Mercedes-Benz,2008,55950,37,1,0,7,4,7,1
21299,Mercedes-Benz,2008,59700,37,1,2,5,4,4,1
21300,Mercedes-Benz,2008,51200,41,1,2,5,4,4,1
21301,Mercedes-Benz,2008,51200,41,1,2,5,4,4,1
21302,Mercedes-Benz,2008,85300,31,1,2,5,4,4,1
21303,Mercedes-Benz,2008,52200,55,4,2,5,4,4,1
21304,Mercedes-Benz,2008,52200,55,4,2,5,4,4,1
21305,Mercedes-Benz,2008,61200,32,1,0,5,4,4,1
21306,Mercedes-Benz,2008,52700,38,1,0,5,4,4,1
21307,Mercedes-Benz,2007,53050,42,1,0,5,4,4,1
21308,Mercedes-Benz,2007,85400,34,1,2,5,4,7,1
21309,Mercedes-Benz,2007,55700,42,1,0,7,4,7,1
21310,Mercedes-Benz,2007,84600,34,1,2,5,4,4,1
21311,Mercedes-Benz,2007,59000,38,1,2,5,4,4,1
21312,Mercedes-Benz,2007,50550,45,1,2,5,4,4,1
21313,Mercedes-Benz,2007,51550,55,4,2,5,4,4,1
21314,Mercedes-Benz,2007,61500,37,1,0,5,4,4,1
21315,Mercedes-Benz,2006,51050,64,4,2,5,4,4,1
21316,Mercedes-Benz,2006,82600,36,1,2,5,4,7,1
21317,Mercedes-Benz,2006,62000,36,1,0,7,4,7,1
21318,Mercedes-Benz,2006,54800,42,1,0,7,4,7,1
21319,Mercedes-Benz,2006,52300,44,1,2,7,4,7,1
21320,Mercedes-Benz,2006,81800,36,1,2,5,4,4,1
21321,Mercedes-Benz,2006,58400,42,1,2,5,4,4,1
21322,Mercedes-Benz,2006,60900,36,1,0,5,4,4,1
21323,Mercedes-Benz,2006,52550,42,1,0,5,4,4,1
21324,Mercedes-Benz,2006,50050,46,1,2,5,4,4,1
21325,Mercedes-Benz,2005,48500,48,1,2,5,4,4,1
21326,Mercedes-Benz,2005,82600,35,1,2,5,4,7,1
21327,Mercedes-Benz,2005,61400,36,1,0,7,4,7,1
21328,Mercedes-Benz,2005,53250,42,1,0,7,4,7,1
21329,Mercedes-Benz,2005,50750,48,1,2,7,4,7,1
21330,Mercedes-Benz,2005,80800,35,1,2,5,4,4,1
21331,Mercedes-Benz,2005,57800,42,1,2,5,4,4,1
21332,Mercedes-Benz,2005,59400,36,1,0,5,4,4,1
21333,Mercedes-Benz,2005,51000,44,1,0,5,4,4,1
21334,Mercedes-Benz,2005,50350,64,1,2,5,4,4,1
21335,Mercedes-Benz,2004,48075,46,1,2,5,4,4,1
21336,Mercedes-Benz,2004,59950,38,1,0,7,4,7,1
21337,Mercedes-Benz,2004,53050,41,1,0,7,4,7,1
21338,Mercedes-Benz,2004,50550,46,1,2,7,4,7,1
21339,Mercedes-Benz,2004,78550,35,1,2,5,4,4,1
21340,Mercedes-Benz,2004,56325,36,1,2,5,4,4,1
21341,Mercedes-Benz,2004,58825,40,1,0,5,4,4,1
21342,Mercedes-Benz,2004,50575,42,1,0,5,4,4,1
21343,Mercedes-Benz,2003,46950,46,1,2,5,4,4,1
21344,Mercedes-Benz,2003,52100,45,1,0,7,4,7,1
21345,Mercedes-Benz,2003,49250,47,1,2,7,4,7,1
21346,Mercedes-Benz,2003,76000,35,1,2,5,4,4,1
21347,Mercedes-Benz,2003,54850,39,1,2,5,4,4,1
21348,Mercedes-Benz,2002,48450,48,1,2,5,4,4,1
21349,Mercedes-Benz,2002,52100,45,1,0,7,4,7,1
21350,Mercedes-Benz,2002,49250,47,1,2,7,4,7,1
21351,Mercedes-Benz,2002,71350,41,1,2,5,4,4,1
21352,Mercedes-Benz,2002,53850,41,1,2,5,4,4,1
21353,Mercedes-Benz,2002,56700,40,1,0,5,4,4,1
21354,Mercedes-Benz,2002,56700,40,1,0,5,4,4,1
21355,Mercedes-Benz,2002,53850,41,1,2,5,4,4,1
21356,Mercedes-Benz,2002,48450,48,1,2,5,4,4,1
21357,Mercedes-Benz,2002,51300,47,1,0,5,4,4,1
21358,Mercedes-Benz,2002,51300,47,1,0,5,4,4,1
21359,Mercedes-Benz,2001,47850,48,1,2,5,4,4,1
21360,Mercedes-Benz,2001,51500,47,1,0,7,4,7,1
21361,Mercedes-Benz,2001,48650,48,1,2,7,4,7,1
21362,Mercedes-Benz,2001,70300,41,1,2,5,4,4,1
21363,Mercedes-Benz,2001,56050,40,1,2,5,4,4,1
21364,Mercedes-Benz,2001,53200,43,1,2,5,4,4,1
21365,Mercedes-Benz,2001,50700,47,1,0,5,4,4,1
21366,Mercedes-Benz,2000,47100,51,1,2,5,4,4,1
21367,Mercedes-Benz,2000,50750,46,1,0,7,4,7,1
21368,Mercedes-Benz,2000,47950,47,1,2,7,4,7,1
21369,Mercedes-Benz,2000,69800,39,1,2,5,4,4,1
21370,Mercedes-Benz,2000,55250,40,1,2,5,4,4,1
21371,Mercedes-Benz,2000,52450,42,1,2,5,4,4,1
21372,Mercedes-Benz,2000,49900,48,1,0,5,4,4,1
21373,Mercedes-Benz,1999,42400,62,4,2,5,4,4,1
21374,Mercedes-Benz,1999,49990,46,1,0,7,4,7,1
21375,Mercedes-Benz,1999,47200,48,1,2,7,4,7,1
21376,Mercedes-Benz,1999,69100,39,1,2,5,4,4,1
21377,Mercedes-Benz,1999,51300,45,1,2,5,4,4,1
21378,Mercedes-Benz,1999,48990,48,1,0,5,4,4,1
21379,Mercedes-Benz,1999,46200,51,1,2,5,4,4,1
21380,Mercedes-Benz,1998,41800,60,4,2,5,4,4,1
21381,Mercedes-Benz,1998,49250,46,1,0,7,4,7,1
21382,Mercedes-Benz,1998,46500,47,1,2,7,4,7,1
21383,Mercedes-Benz,1998,50600,43,1,2,5,4,4,1
21384,Mercedes-Benz,1998,48250,46,1,0,5,4,4,1
21385,Mercedes-Benz,1998,45500,50,1,2,5,4,4,1
21386,Mercedes-Benz,1997,39900,59,4,2,5,4,4,1
21387,Mercedes-Benz,1997,49900,43,1,2,5,4,4,1
21388,Mercedes-Benz,1997,44800,47,1,2,5,4,4,1
21389,Mercedes-Benz,1996,39900,,,2,0,4,4,1
21390,Mercedes-Benz,1996,43500,,,2,0,4,4,1
21391,Mercedes-Benz,1995,79000,,,,0,0,,1
21392,Mercedes-Benz,1995,47500,,,,0,0,,1
21393,Mercedes-Benz,1995,52500,,,,0,0,,1
21394,Mercedes-Benz,1995,43500,,,,0,0,,1
21395,Mercedes-Benz,1995,41000,,,,0,0,,1
21396,Mercedes-Benz,1995,63000,,,,0,0,,1
